Date,Vertical,Author,Headline,Description
"JAN 02 2017, 23:18 IST",Metrolife,"Tini Sara Anien Jan 03 , 2017, DHNS,",Emotions at play,"It was eight years back, that singer-songwriter Mahesh Raghunandan got into music. The young musician, who started out solo, formed a band later on, but is now back into making music himself. In a candid chat with Tini Sara Anien, the artiste talks about his journey so far.

How did music happen?
I grew up listening to music. The change happened when I heard ‘Gravity’ by John Mayer, which is when I wanted to take music to a more serious level. I was listening to the lyrics and I felt that it was all different, which helped bring a feeling in me that I had never had before. I wanted to express myself which is when I started writing too.

Your genre of music is ...
My music combines Indie folk, folk rock, pop rock and soul along with a hint of blues.

What inspires you to perform/write music?
I keep telling this to myself — if I want to write a song about punching someone in the face, when I sing or perform it, it will have to emote as much as possible for the listener to feel that he or she is being punched in the face. That is the whole idea — to translate the emotion as accurately and as clearly as possible through words and melody. When I am starting a song, I keep playing the melody and ask myself what it makes me feel inside. Emotions play the biggest role in my songs.

Some of your own compositions include...
I have worked on 24 songs. ‘Sleep’, ‘Your Kind of Love’, ‘Your Story’, ‘Your Mind’, ‘Finders Keepers’ and ‘Kill Me’ are some of the songs I’ve worked on.

One of your most important works...
A song called ‘Sleep’, which reignited the whole process of writing by itself, is an important song. The song was inspired by the photograph of a baby that was just born. It helped me to create this song which was a lullaby-cum-romantic one, which I performed at a small birthday party. A friend took a video of me performing the song and posted it online. That spread like wildfire. The post fetched around 60,000 views and opened up the doors to many opportunities, including people like Vishal Dadlani noticing me.

Who are your biggest influences?
Of course John Mayer, as that’s where I started off from. I’m influenced by a range of artistes like Ray Charles, Stevie Wonder, Frank Sinatra, Damien Rice and BB King, among others. I’m also drawn to many singer-songwriters from Ireland.  Each one of them has their own way of expressing themselves or an idea or a story. Every single time I hear their works, I ask myself what are they trying to do? Every single word they say and how they are trying to express these matters.

Interesting performances that you want to highlight...
I have opened for artistes like ‘The Raghu Dixit Project’, Bruce Lee Mani of ‘Thermal and a Quarter’, Parvaaz, ‘The Kutle Khan Project’, Sanjeev Thomas, Baiju Dharmajan and international artistes like Lucy Rose, Luke Sital-Singh from the UK and Ty Penshorn from Australia. I performed a singer-songwriter set at The Bacardi NH7 Weekender in the city in 2015.

What’s next?
I will be touring to Gujarat, Kochi, Kerala, Mumbai and Delhi soon. I’m also working on an EP  which is inspired from ‘Let Me Stay’, which is about staying in the moment."
"JAN 02 2017, 23:20 IST",Metrolife,"Rajitha Menon Jan 03 , 2017, DHNS,",The sweet smell of success,"It is said that perfume is the most intense form of memory. Rightfully so. Many people associate persons, events and even places with smell. Think of the aroma of fresh coffee, the heady scent of the first drops of rain falling on the ground or the sweet smell of an old book and a hint of a smile will linger on your face. And since the sense of smell is one of the strongest senses we have, how we look at a person is also strongly influenced by our olfactory system.

“When you are meeting someone for the first time or going out in public, smelling nice is very important,” says Binesh Balakrishnan, a professional at Accenture. “I believe that the first impression is also the last impression and smelling good is synonymous with being groomed and looking good.” After all, who doesn’t love perfume? It can complete an outfit, uplift your mood and give you confidence to get through any day. And the Indian populace is increasingly becoming aware of the significance of leave a fragrant impact on others.

“Till almost 10 years ago, there were limited options in this industry,” says Mohit Khatri, perfumologist and founder of ‘Project Perfume India’. “We knew about a few foreign brands that were heavily marketed. But now, there is a distinct shift with people moving from designer ones towards niche and indie perfumes . By indie perfumes, I mean handmade perfumes from independent artistes without the backing of big brand names. And the number of perfume users in general has gone up by almost 10 times.”

Talking about some of the trends in this sector, Mohit continues, “Animal scents have been popular for quite some time and continue to remain so. The reason for this is that, for us as humans, animal scents evoke the senses. So there is a preference for scents like musk and civet. While musk was widely used in ancient times, what we have these days is the synthetic version of this. In earthy scents, vetiver, which smells somewhat like damp soil, is the most popular one now. But the very latest fascination is with leather perfumes. It makes you smell like you just stepped out of a very expensive Aston Martin.”

The fad for unique and distinct aromas is certainly catching up and is leading to a lot of interesting experimentation in the field. Says Manan Gandhi, founder, Bombay Perfumery, “My family has been in the perfumery business for 35 years now, supplying raw material to perfumery houses across the country. I set up my own perfumery label here with an aim to put a modern spotlight on Indian natural ingredients and give the consumers a genuine homegrown brand. Indian naturals are used so often in perfumes across the world but they are never given their due here.”

His purpose is to inspire nostalgia for a selection of quintessentially Indian experiences like fresh masala chai, spice bazaars, iconic cities and so on. “We have some unique varieties like Sulawesi, Chai Musk and Moire. Sulawesi has many facets — woody, amber, tobacco, green — but is balanced by an addition of spices like nutmeg and the sweetness of custard apple. Chai Musk is an addictive woody fragrance inspired by a cup of good, strong chai infused with lemongrass. Moire is Bombay Perfumery’s ode to the art of perfumery, with its studied ingredients ranging from tuberose to leather,” he adds.

The preference is shifting to darker scents these days, away from the fresh, citrus variants that have ruled the roost for many years, adds Mohit. “Personalised fragrances are becoming popular too; where customers get customised fragrances depending on their personality and work environment. Everyone, from working professionals to college students, are recognising the importance of grooming and perfumes are an integral part of it. And people are willing to pay for this too,” he says. So do people judge others by their perfume? “I don’t know about that but I judge people by their lack of perfume,” laughs Binesh."
"JAN 02 2017, 23:30 IST",Metrolife,"Nina C George Jan 03 , 2017, DHNS,",A tale of generations,"It’s hard to take your eyes off Tosher G Hormusjee’s 1927 Fiat. And it’s not just the colour that grabs one’s attention, even the design and shape are typical of cars of the 1920s. One can’t resist the temptation of wanting to know more about the vehicle and get an insight into how Tosher restored the grand old lady.  Tosher has grown up around vintage and classic vehicles. His father was a connoisseur of these old beauties and that passion has been passed on to Tosher.

Every car in Tosher’s stable has a story behind it and is indeed special because he has taken a lot of trouble in not only restoring each one of them but has also personally handpicked every vehicle. “I don’t want to reel out how many cars I have but among the existing ones, my father’s Mercedes is close to my heart. It is presently under restoration,” says Tosher. Tosher has armed himself with an inexhaustible amount of knowledge and information about these vehicles. “There was a time when I would work on the cars myself because I never wanted to hand them over to a mechanic, especially after our 1951 Morris was stolen. Now it’s hard for me to spend as much time as I used to. I have managed to make space for these cars to be parked at one place and I hope to find a full-time help to work on them. My son too helps me with the restoration,” says Tosher.

The excitement in his voice is palpable when he gets talking about his lineup. “I remember we brought the 1927 Fiat home in different boxes. It was given to me by my aunt Jini Kharas and her daughters Meher and Pheroza. I was so eager to see it back on the road that I lost no time and began working on restoring it almost immediately. Finally, when the car was ready, we had to literally break the walls of the house to move the car out because the gate was meant for smaller vehicles,” he recalls. He informs that the car has been with the family for over 50 years. The Fiat is fondly nicknamed as ‘boozy’. “We call her ‘boozy’ because she consumes a lot of oil. The shape of the car is similar to cars of the 1920s. It is a 1600 cc, four cylinder engine with a side valve,” shares Tosher.
 
The first Morris to be brought into the Tosher household was a white 1951 Morris Minor which Tosher gifted to his wife Radhika. “The car was stolen and we bought another 1951 green colour Morris as the replacement car. It was a well-maintained vehicle and continues to be in a good condition,” he adds. Radhika belongs to the royal family of Travancore. She too has grown up amidst a fleet of vintage vehicles. Her grandfather H R H Kerala Varma is now 101 years old but his love for these old cars is still very strong. Tosher’s son Zoish and daughter Roshni too share his love for cars.

He also has an interesting line up of vintage bikes. “The oldest among the bikes is a 1907 Norton, followed by the 1956 BSA 650 Golden Flash twin which belonged to my father and there’s also a 1940 Matchless,” he adds. Tosher’s parents were so fond of travelling in their old vehicles that the duo did a tour of sorts on their Lambretta. “In 1960, my parents travelled the southern part of the country on the Lambretta. They also took their dachshunds with them,” informs Tosher. Tosher isn’t a regular to any of the vintage car rallies in the city. He quietly derives joy in simply restoring these old beauties."
"JAN 02 2017, 23:34 IST",Metrolife,"Nina C George Jan 03 , 2017, DHNS,",For some extreme action,"The sight of a rider doing a wheelie and then spinning on one wheel is sure to leave you wondering whether the person at the wheel has ever experienced fear. It takes a lot of guts to perform stunts and more than anything, the person at the wheel has to be a trained professional. The many bike stunts that one gets to see on the streets are illegal and invite stern action from the higher authorities. But here is a group of professionals who also happen to be professional stunt riders.

They’ve not only performed on different platforms across the city but have also taken it upon themselves to educate people about the safety measures involved while performing stunts. This group of stunt riders, comprising Rizwan, Jupsy, Kalander, Dempsy, Mahesh and a few others, says that this hobby gives them the much-needed break from their usual work routine. While their regular jobs keep them occupied through the week, they get together on weekends to practice their stunt moves.

Jupsy, who leads the team, says that he got into stunt riding because he was curious about how professional riders perform these daring acts to perfection. “The first thing that I understood after watching some of the foreign videos on stunt riding is that one has to be a thorough professional to be able to perform these daring acts. I got trained before I ventured into performing. I also make sure that every member of the team first understands the intent and philosophy of the group before wanting to be a part of it,” he explains.

Kalandar Naushad, another member of the team, couldn’t agree more with Jupsy about the uncompromising attitude of the team towards wearing safety gear. “The first thing that struck me about the group is their positive approach towards stunt riding. I noticed that they would never venture out without wearing the necessary safety gear and would strive to educate people about why bike stunts should never be performed in public places,” explains Kalandar. He has not only been a part of their stunt performances but of their adventure rides as well. The group has a sizeable number of students too. Mahesh, a student, joined the group in 2008. “It was the thrill of speed and the urge to perform some of the stunts that made me sign up with the group. But my approach towards stunt riding and interpretation of speed changed after I began training with the group. The emphasis on safety impressed me and changed my perspective towards a lot of things,” he says. Mahesh informs that the team always performs stunts in an open space in the outskirts of the city only after getting all the required clearances, including police permission.

Most of the bikes used by the team to perform have been modified, explains Dempsy, one of the founder members of the team. “The rear brakes have been connected to the handle bar to enable the rider to operate without any extra effort. The crash guard has been extended to help riders stand on it while doing the stunts. The jackets also have elbow guards and if the stunts are too dangerous, then there’s a chest padding available as well. The riders never venture out without wearing their knee guards and helmets,” explains Dempsy.

The extreme nature of stunt riding and the showmanship is what got Rizwan, another student, to become a member of the group. “I always dreamt of performing such daring stunts but never thought I would be able to do it myself. I’ve managed to overcome my fear and indulge in some extreme action after joining the group,” shares Rizwan.    

(The group can be reached on 9986464229)"
"JAN 02 2017, 23:37 IST",Metrolife,"Anila Kurian Jan 03 , 2017, DHNS,",Whipping up goodness,"I grew up in a place where food played an important part in my life. I was exposed to different varieties of food and my mother would often try making her own version of dishes at home. That is probably how I became interested in cooking as well. When I moved out of my home and began living in Mumbai, I started preparing my own food. I like making my own version of dishes and also adding healthy elements to them. This daily activity slowly encouraged me to start baking as well.

I took it very seriously when I volunteered to take baking classes for an NGO. I realised that making healthier versions of dishes was a much better choice for the kids. In 2012, I started ‘Ovenderful’, a blog on baking. And after a couple of experiments and encouragement from people around me, I decided to make it commercial. Now I take orders from clients and make sure to use only healthy ingredients for my baked goodies.

The one incident that changed my way of baking was when a mother approached me to bake a cake for her eight-year-old son’s birthday. Though it doesn’t sound complicated at all, the young boy had a different story to tell. He was allergic to almost everything that can be added to a cake — dairy products, its associates, gluten and nuts. It was an incredibly challenging task for me to make something for him.

However, by talking to the mother and understanding what I could work with, I made a gluten-free vegan strawberry cake. I prepared a trial batch before the party and waited for a week to ensure that there were no allergic reactions. The boy loved the cake so much that he ordered it again for his sister’s birthday! That’s why baking makes me happy. I am able to spread joy through what I do to the people who enjoy sweets. What many don’t realise is that they can enjoy sweets by substituting certain ingredients with healthier products. That’s what I aim to do in the future.

It’s important to understand the cooking process of the dish you are going to bake. I always visualise what my final product will be like and keep testing it all the way through to get the right texture. While many believe that baking is like a science experimentation, for me, it is about adding your own elements to the dish to make it how you want it to be. My favourite part of baking is making my own version of traditional desserts. The ‘Baked New York Cheesecake’ is one of the most popular desserts in the world and I am glad that I can enjoy it without feeling guilty.

Simran Oberoi Multani


Baked New York Cheesecake

Ingredients
n Wholewheat ragi chocolate biscuits, made with cane sugar and crushed well, 15 gm
n Melted butter, 2 tbsp
n Homemade cream cheese, 250 gm
n Powdered sugar, 1 cup
n Milk, 3/4 cup
n Eggs, 3
n Cream, 1 cup
n Vanilla extract, 1/2 tbsp
n Organic barley flour, 1/4 cup

Method
n Preheat the oven to 175 degrees celsius. Grease a nine-inch springform pan.
n Mix the crushed biscuits with melted butter. Press onto the bottom of the springform pan.
n In another bowl, mix cream cheese with sugar until smooth. Beat in milk, and then add in the eggs one at a time, mixing just enough to incorporate.
n Add the cream, vanilla and barley flour. Mix until it’s a smooth liquid. Pour filling into prepared crust.
n Bake in the preheated oven for one hour or till the filling sets well.
n Let the cake cool before
removing it from the tin — this
prevents cracking. Serve it cold or warm, however you prefer."
"JAN 02 2017, 23:40 IST",Metrolife,"Jan 03 , 2017,",'I've never been offered romcoms',"Actor Shruti Haasan says she strongly believes in the charm of old-world romance, something which today’s internet-savvy generation is missing. The actor recalls a conversation she had with her father Kamal Haasan who pointed out that in his days, love blossomed outside cellphone screens. “I was talking to my dad and he said half of the love stories happened because we didn’t have WhatsApp and we had to actually meet and talk. I remember the Nokia phones, the SMSes. There was the landline and the romance was that the guy calls you and you’re hoping your mom shouldn’t answer. I don’t think this generation has that and it is sad,” Shruti said.

It was the simplicity of romance which instantly attracted the 28-year-old to be a part of the forthcoming film ‘Behen Hogi Teri’. “I love those times we had. My idea of romance is pretty old school. I loved that element in ‘Behen Hogi Teri’. The freshness and simplicity is beautiful in this film. I love romantic comedies. If I am home and want to watch something, I would probably watch a romantic comedy. Surprisingly, I’ve never been offered rom-coms.”

Directed by Ajay K Pannalal and backed by Amul Mohan, the movie also stars Rajkummar Rao. Shruti, who has acted in Hindi films like ‘D Day’, ‘Welcome Back’ and ‘Gabbar is Back’, says the film tries to show a side of romance which is important to revisit. “I really found the narration funny. It rarely happens when you read or hear something which truly cracks you up. I thought the film really takes us back to simpler times, which we all need considering how complicated we have become.” In the film, she will be seen as the love interest of Rajkummar.

“My character is boisterous. She is a tough cookie but also sensitive. I really liked that. I couldn’t relate to everything, but maybe that’s never been my priority to relate to the character. It’s about empathising with the character’s emotions and playing it out.”"
"JAN 02 2017, 23:43 IST",Metrolife,"Nina C George Jan 03 , 2017, DHNS,",'I am like a child when I am on the sets',"If actor Arjun Kapoor was seen at his romantic best in ‘2 States’ and ‘Finding Fanny’, he was seen slipping into the character of a kabaddi player in ‘Tevar’. It’s also hard to forget his adorable character in ‘Ki & Ka’ and now he is again set to play a loverboy in his upcoming project ‘Half Girlfriend’. It is the sheer variety of the characters that the actor chooses to portray which sets him apart from the other actors of his time. Arjun, who was in the city for the ‘Blenders Pride Fashion Tour’, takes time off to chat with Nina C George about his journey so far.

What are you working on now?   
I play an interesting role in ‘Half Girlfriend’ which is based on Chetan Bhagat’s book of the same name. It traces the story of a young man who moves to Delhi and falls in love with a rich girl. He’s an intelligent guy but his only problem is that he doesn’t speak good English. The movie delves into the emotions exchanged between the two people.

What got you to sign ‘Mubaraka’?
It’s the script which deals with a lot of issues that are relevant to our times. There’s a blend of comedy, romance and action. I can’t give away too many details about my character but all I can say is that this role has given me the opportunity to explore another side of myself that I didn’t know existed.

What do you do when you are not working?  
I am like a child when I am on the sets. I am curious about everything that is happening around me, both in front of the camera and behind it. You can never find me sitting still when I am on a shoot. But when I am by myself, you wouldn’t find a more boring person than me.

Do you think people in Bengaluru are fashion conscious?
Looks like fashion is ingrained in the sensibilities of young people in Bengaluru. I found that even the most ordinary people here make concerted efforts to wear something wacky and cool at all times. Every city has its own culture when it comes to fashion and Bengaluru is no exception.

Your fashion sense...
I dress to not only look good but also insist that I must feel comfortable in whatever I am wearing. I don’t intend to unleash any trend of sorts but pick up clothes that grab my attention, which could be anything from cool shorts to something very formal."
"JAN 02 2017, 23:46 IST",Metrolife,"Anila Kurian Jan 03 , 2017, DHNS,",Firing up a passion,"Movies often show how simple it is to run to your boss, resign from your job and chase your passion. The hero or heroine automatically find opportunities that take them exactly where they want to be in life. While it may sound all too rosy and perfect, in reality there are many considerations that often stop one from doing so. Many hesitate, plan and then plan some more to pursue something that they are truly passionate about.

‘If you really want it, go get it’ is something that we often hear. That is probably the motivation which led some passionate foodies to leave their full-time jobs and do something that they value above all — enter the culinary world. Jeyadra S worked as a master data specialist for almost six years before she decided to take up baking full-time. Sharing her story, she says, “I started baking a year before I quit and fell in love with the process. I would come back home after office and bake. I worked for almost 100 hours a week! But when I was flooded with appreciation and encouragement from my customers, I decided to quit my job and become a full-time baker.”

She presently works under the name ‘Cupcakes, Cakes & Cookies’ where her baked goodies taste as good as they look in pictures. “I never went to a culinary school so with my new life decision, I have a lot more time to learn new techniques and work on my orders. I want to keep improving myself and my work so that I can start a baking studio and cafe soon,” she says. Many who choose a different path in their lives, to do something they are truly passionate about, aren’t professionally trained in that area. They take the help of books, the internet and learn from experience. Before Gautam Krishnankutty entered the culinary world, he was studying International Relations in the US and had planned to become a professor. As a part-time job, he worked at restaurants as the bus boy, cleaning the tables and watching the chefs in the kitchen. When he returned to India, he decided to start a catering business which eventually led him to open ‘Cafe Thulp’.

Looking back at his journey, he says, “The most difficult part was convincing myself that this is what I really wanted to do. But the real motivation was the zero amount of money in the bank account (laughs). I am glad that I chose this profession.” He also says that if he could go back in time and correct things, he would have liked to attend a culinary school. “Learning a few tricks and techniques would have been an advantage. However, given the fact that I have been in this business for a few years now, I am fine learning things from YouTube,” he says. As for the other unplanned startups, Anupam Behera knew what he was getting into before he opened ‘What’s In The Name’.

He worked as a business analyst before he became a full-time entrepreneur. He says, “My business partner and I knew that we had to keep our primary jobs to sustain finances. We had the chefs, the menu and the designing of the restaurant planned out before we came completely on board.” He says one of the biggest change was the lessons he learnt along the way. He explains, “We learnt that no matter what happens, food is the only way to keep the restaurant open. That’s why we make sure that the food is always great and take in suggestions for the same. The first year was a challenge but it is definitely the best decision I’ve made.”

Despite the challenges they had to face, these chefs and bakers are making their dreams come true. After all, as Harriet Tubman once said, ‘Every great dream begins with a dreamer. Always remember, you have within you the strength, the patience and the passion to reach for the stars to change the world.’"
"JAN 02 2017, 00:23 IST",National,"Prakash Kumar NEW DELHI, Jan 02, 2017, DHNS,",Scholarships to be directly linked to bank accounts from March 1,"All scholarships and fellowships are set to be credited directly into the bank accounts of the students of higher education from March 1.

The University Grants Commission (UGC) is in the last leg of its efforts to completely move from the manual processing of the students’ claims to online processing.

It is also going to implement the transfer of study grants into the bank accounts of the beneficiaries under the direct benefit transfer (DBT) programme, nearly two years after the government created a Public Finance Monitoring System (PFMS) seeking the UGC to get data of all beneficiaries uploaded on it.

With the uploading of the existing beneficiaries of the scholarships and fellowships at the PFMS, the commission is now in the process of moving it to a portal created with the partner bank, for direct transfer of the study grants to the students’ bank accounts.

The higher education regulator has been working to make the transfer of all study grants through direct benefit transfer  since the Centre decided to bring all universities, colleges and other higher educational institutions under the PFMS from April 1, 2015, for the timely release of funds to beneficiaries of scholarships and fellowships.

The UGC had also earmarked about 20% of its budget to the PFMS for the direct payment of students’ study grants as well as development grants to higher educational institutions.

However, the directive to the educational institutions for uploading data of the beneficiary students drew a cold response

As a large number of universities and colleges neither register themselves at the PFMS portal nor furnish beneficiaries’ data for more than a year, the commission went tough and stopped the release of funds earmarked for study grants to such institutions.
 "
"JAN 02 2017, 00:26 IST",National,"Shemin Joy NEW DELHI, Jan 02, 2017, DHNS,",41% rise in suicide in farm sectors in 2015,"The distress in the farm sector claimed the lives of 8,007 people in 2015, a 41% rise from the previous year, with Maharashtra, Telangana and Karnataka accounting for the maximum number of farmers’ suicide.

A total of 4,595 agricultural labourers also took their lives, taking the total number of suicides in the farming sector to 12,602, an increase from the 12,360 in 2014, according to the ‘Accidental Deaths and Suicides in India 2015’ report.

Bankruptcy, debt and farming-related issues alone accounted for 58.18% (4,659) suicides, a trend which was witnessed in the previous years, too.

“The highly erratic/inadequate monsoon in the last two to three years has aggravated the problems for persons engaged in the farming sector, manifestations of these in extreme situations can be seen in the form of farmers’ suicides,” the report by National Crime Records Bureau said.

The majority of farmers’ suicides were reported in Maharashtra (3,030), followed by Telangana (1,358) and Karnataka (1,197). But if one adds the suicides of agricultural labourers, Karnataka rises to second position (1,569), only below Maharashtra (4,291).

An analysis of the figures showed a reversal in the trend in suicides among farmers and labourers.

While in 2014, the number of suicides of labourers (6,710) was higher compared to that of the farmers (5,650), it was reversed in 2015.

When it comes to the cause of suicides among farmers, Karnataka had more reasons to worry as 79% (946 out of 1,197) suicides were due to bankruptcy or debt.

This was also the cause for 42.7% suicides in Maharashtra and 46.5% in Telangana.
 "
"JAN 02 2017, 00:28 IST",National,"Kolkata, Jan 02, 2017, PTI,",TMC eyes major role in next central govt formation,"Trinamool Congress (TMC) on Sunday made it clear that its aim is to play a major role in the formation of central government in 2019 and vowed not to stop despite the “vendetta politics”, after its leaders faced renewed heat over chit fund scams.

At the party’s 19th Foundation Day programme here, its vice president Mukul Roy said the party will work to unite the Opposition forces for the next general election.

The party chief and West Bengal Chief Minister Mamata Banerjee has been opposing demonetisation.  “As our party and our supremo Mamata Banerjee opposed the anti-people decision of demonetisation, vendetta politics will intensify in days to come.

But that can’t stop the TMC from opposing anti-people decisions,” Roy said. “We will not stop until and unless we play a decisive role in national politics in days to come,” he said.
 "
"JAN 02 2017, 00:33 IST",National,"New Delhi, Jan 02, 2017, PTI,","Cold wave continues in north India, fog disrupts rail, road traffic","Cold weather continued to grip parts of north India on Sunday and a blanket of fog enveloped several areas of the region affecting road and rail traffic.

Delhiites experienced a cold yet pleasant New Year as the day began with a sunny morning and got chilly by the evening with the minimum temperature settling at 9.2 degrees Celsius.

According to a Met department official, the maximum temperature settled at 21 degrees Celsius.

Humidity level was recorded at 100%, the weatherman said.

Kashmir continued to witness dry weather and sub-zero night temperature, even as there was some respite from the cold wave conditions in the Ladakh region where the mercury went up by several degrees.

The night temperature in Leh settled at a low of minus 7 degrees Celsius, an official of the meteorological department said.

He said Srinagar recorded a low of minus 4.3 degrees Celsius. In Himachal Pradesh, mild snowfall greeted high altitude tribal areas, mountain passes and key tourist resorts of Kufri, Fagu and Narkanda, even as a “White New Year” eluded Shimla.

Lahaul and Spiti, Kinnaur, Pangi, Bharmaur, Rohtang, Kunzam, Saach and Chansel passes received mild snowfall, causing a sharp fall in day temperatures. Fog reduced visibility at many places in Punjab and Haryana where the minimum temperature continued to hover a few notches above normal.

Chandigarh recorded a further increase in its minimum since Saturday to settle at 9.2 degrees Celsius, the Met Department report said here.

In Haryana, Ambala recorded a low of 10.1 degrees Celsius.

Karnal recorded a minimum of 8.5 degrees Celsius.
 "
"JAN 02 2017, 00:38 IST",National,"Sanjay Pandey Lucknow, Jan 02, 2017, DHNS,","Tussle in SP turns ugly, warring camps plan to move EC","The ongoing tussle in the Samajwadi Party (SP) turned ugly after Chief Minister Akhilesh’s anointment as national president of the party,  replacing his father and party patriarch Mulayam Singh Yadav.

During the emergency national convention on Sunday held by party general secretary Ram Gopal Yadav – who was later in the day expelled by Mulayam – Akhilesh’s uncle Shivpal Singh Yadav was also sacked as state party unit president.
According to sources, both the camps are now contemplating moving the Election Commission (EC) to stake claim over ‘cycle’, the party symbol.

In the state capital,  AkhileshYadav’s supporters forced their way into the party headquarters throwing out Shivpal loyalists and taking control of the building. Shivpal’s name plate was also thrown out of his cabin.

Shivpal loyalists charged that Akhilesh had used the police to help his supporters enter the party office and capture it.

Leaders expelled
In addition to Ram Gopal, on Mulayam also expelled party vice president Kironmoy Nanda, and senior party leader and Rajya Sabha MP Naresh Agarwal for attending the emergency convention.

Nanda and Agarwal decried their expulsions and said Mulayam had been “mentally captured” by some people.

“It seems Mulayam is controlled by others. He has been mentally captured,” Agarwal told a news agency.

Nanda said Mulayam had no authority to expel him.

Ram Gopal said the resolutions adopted at Sunday’s convention would be sent to the EC for necessary action.

Akhilesh, during the convention, appointed the party’s MLC Naresh Chandra Uttam as the state unit president of the party.

Uttam, a Kurmi by caste, hails from Fatehpur district and is considered to be close to the chief minister.
 "
"JAN 02 2017, 00:40 IST",National,"New Delhi, Jan 02, 2017, DHNS,",'Won't shy away from using power',"New army chief Gen Bipin Rawat on Sunday said that his men would not hesitate to use force at the border, even though India wanted peace and tranquility at the borders.

“Our army seeks peace and tranquility along the borders but it does not mean we are weak. We are capable and powerful in all forms and if need be, we will not shy away from using our power in any form,” Gen Rawat said here after inspecting his first ceremonial guard of honour.

“Our aim is to maintain peace at the border. But I will say it again that if need be, we will not hesitate in using our power,” said the new chief, who was one of the brains behind the “surgical strikes” on terror camps across the Line of Control.

Commissioned in the fifth battalion of the 11 Gorkha Rifles in December 1978, Gen Rawat commanded an infantry battalion, along the Line of Actual Control in the eastern sector; a Rashtriya Rifles sector and an infantry division in the Kashmir valley; a Corps in the eastern theater and the Southern Command before being appointed as the vice chief in August.

Situation worsened
The 27th Chief of the Indian Army assumed charges at a time when the security situation in Jammu and Kashmir worsened following the killing of militant leader Burhan Wani in July.

The total number of security personnel killed in Jammu and Kashmir was 63 (23 at the LoC and 30 in the hinterland). In comparison, the numbers were 33 (four at LoC and 29 in the hinterland) in 2015 and 32 (three at LoC and 27 in other parts of the state) in 2014, sources said. The Indian Army killed 141 terrorists in Jammu and Kashmir in 2016.

The northern state also witnessed 225 ceasefire violations across the LoC in 2016, which is way abiove the numbers in the last several years.

India shares a 3,323-km boundary with Pakistan, including a 749-km Line of Control.
Asked about the controversy surrounding the government’s decision to appoint Gen Rawat by bypassing two of his senior officers, the army chief said, “I respect the officers who have been superseded. They have worked with me shoulder-to-shoulder and I can say it for certain that they will continue to work shoulder-to-shoulder to keep the unity and power of the army in the future also.”

The government ignored the claims of Eastern Army Commander Lt Gen Praveen Bakshi and Southern Army Commander Lt Gen P M Hariz while picking Gen Rawat.
 "
"JAN 02 2017, 00:43 IST",National,"New Delhi, Jan 02, 2017, DHNS,",Consular access to Indian prisoners in Pak sought,"India has once again asked Pakistan to grant consular access to Hamid Nehal Ansari and Kulbhushan Yadav, two Indians imprisoned in the neighbouring country.

India and Pakistan on Sunday exchanged the lists of nationals of each country lodged in the jails of the other. The lists were exchanged through diplomatic channels in New Delhi and Islamabad, in accordance with the provisions of the Agreement on Consular Access between the two countries.

“India remains committed to addressing with Pakistan on priority the humanitarian matters, including those pertaining to prisoners and fishermen in each other’s country. In this context, we await from Pakistan the confirmation of nationality of those in India’s custody, who are otherwise eligible for release and repatriation,” the Ministry of External Affairs said in a press-release on Sunday.

New Delhi used the opportunity to once again press Islamabad to grant consular access to Hamid Nehal Ansari and Kulbhushan Yadav, the two Indian nationals currently imprisoned in Pakistan for reportedly involved in espionage.

Ansari, 31, who hails from Mumbai, was arrested in Pakistan in 2012, after he illegally entered the country from Afghanistan. He was convicted of espionage by a court in Pakistan and sent to prison for three years.

He was attacked and injured by the inmates of the Peshawar Central Prison in Pakistan at least thrice. New Delhi conveyed to Islamabad in early 2016 that Ansari should be released from the prison in Pakistan and repatriated to India, since his sentence of three years was already over.

The High Commission of India in Islamabad has issued at least 40 note verbales to the Ministry of Foreign Affairs of the Pakistan Government, asking for consular access to Ansari as well as to ensure his security in the prison.

The government of Pakistan,  has not yet granted the High Commission of India in Islamabad consular access to Ansari.

Islamabad in April 2016 announced the arrest of former Indian Navy officer Kul Bhushan Yadav."
"JAN 02 2017, 00:44 IST",National,"New Delhi/Mumbai, Jan 02, 2017, DHNS,",Istanbul nightclub attack: 2 Indians including film producer Abis Rizvi killed,"Two Indians were among 39 people killed in the terror attack in Istanbul in Turkey early on Sunday.

Bollywood film producer Abis Rizvi and Khushi Shah from Gujarat were killed when a terrorist went on a shooting spree at a nightclub shortly after New Year commenced.

External Affairs Minister Sushma Swaraj broke the news over Twitter. “I have a bad news from Turkey. We have lost two Indian nationals in the Istanbul attack,” Sushma tweeted shortly after Embassy of India in Ankara conveyed the news to the MEA headquarters.

India’s Ambassador to Turkey Rahul Kulshreshth left for Istanbul from Ankara after the Turkish government confirmed that two Indians were among those killed in the incident. Rizvi was the son of former Rajya Sabha MP and Nationalist Congress Party general secretary A H Rizvi.

Abis Rizvi was the director and CEO of Rizvi Group of companies. The Rizvi family is into construction and real estate business and runs several prominent educational institutions. Rizvi had produced Roar: Tigers of the Sundarbans, a film written and directed by Kamal Sadanah.

Earlier, Prime Minister Narendra Modi conveyed “heartfelt condolences” to the Government and people of Turkey on the “tragic loss of lives” in Istanbul.
 "
